   -1 inaro.wallpaper call            surfaceflinger
    3 0.000           200.38439       binder_insert_free_buffer
    2 8239.746        200.38442       binder_transaction
    3 0.000           200.38442       binder_update_page_range
    3 0.000           200.38446       binder_insert_free_buffer
    3 0.000           200.38446       binder_inc_node
    1 71411.13        200.39266       binder_thread_read
    2 0.000           200.39270       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         200.39288       binder_ioctl
    1 0.000           200.39288       binder_get_thread
    1 122.071         200.39288       binder_thread_write
    2 91.553          200.39291       binder_transaction
    3 0.000           200.39291       binder_set_nice
    3 0.000           200.39294       binder_update_page_range
    3 0.000           200.39294       binder_insert_free_buffer
    3 0.000           200.39300       binder_pop_transaction
    1 30.517          200.39303       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 59326.17        200.39303       binder_ioctl
    1 8850.098        200.39303       binder_ioctl
    2 0.000           200.39303       binder_get_thread
    2 61.035          200.39309       binder_thread_write
    3 0.000           200.39309       binder_transaction_buffer_release
    4 0.000           200.39309       binder_dec_node
    3 30.517          200.39312       binder_free_buf
    4 0.000           200.39312       binder_update_page_range
    4 0.000           200.39312       binder_delete_free_buffer
    4 0.000           200.39315       binder_insert_free_buffer
    2 518.799         200.39315       binder_thread_read
    3 30.518          200.39315       binder_set_nice
    1 91.552          200.39337       binder_ioctl
    2 30.517          200.39337       binder_get_thread
    2 61.035          200.39340       binder_thread_write
    3 0.000           200.39340       binder_transaction_buffer_release
    3 61.035          200.39340       binder_free_buf
    4 0.000           200.39343       binder_update_page_range
    4 0.000           200.39343       binder_delete_free_buffer
    4 0.000           200.39343       binder_insert_free_buffer
    1 152.588         200.40405       binder_ioctl
    2 30.517          200.40405       binder_get_thread
    2 61.036          200.40408       binder_thread_write
    3 61.036          200.40408       binder_transaction
    4 0.000           200.40411       binder_update_page_range
    4 0.000           200.40411       binder_insert_free_buffer
    4 30.518          200.40411       binder_inc_node
    2 0.000           200.40420       binder_thread_read
    1 59234.61        200.40420       binder_ioctl
    2 0.000           200.40423       binder_get_thread
    2 366.211         200.40423       binder_thread_read
    2 0.000           200.40426       binder_set_nice


   -1 inaro.wallpaper call            surfaceflinger
    0 152.588         200.40405       binder_ioctl
    1 30.517          200.40405       binder_get_thread
    1 61.036          200.40408       binder_thread_write
    2 61.036          200.40408       binder_transaction
    3 0.000           200.40411       binder_update_page_range
    3 0.000           200.40411       binder_insert_free_buffer
    3 30.518          200.40411       binder_inc_node
    1 0.000           200.40420       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 183.105         200.40444       binder_ioctl
    1 0.000           200.40444       binder_get_thread
    1 91.553          200.40447       binder_thread_write
    2 91.553          200.40447       binder_transaction
    3 0.000           200.40447       binder_set_nice
    3 0.000           200.40451       binder_update_page_range
    3 0.000           200.40451       binder_insert_free_buffer
    3 0.000           200.40454       binder_pop_transaction
    1 30.517          200.40457       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 335.693         200.40463       binder_ioctl
    1 0.000           200.40466       binder_get_thread
    1 61.036          200.40466       binder_thread_write
    2 30.518          200.40466       binder_transaction_buffer_release
    3 30.518          200.40466       binder_dec_node
    2 30.518          200.40469       binder_free_buf
    3 0.000           200.40469       binder_update_page_range
    3 0.000           200.40472       binder_delete_free_buffer
    3 0.000           200.40472       binder_insert_free_buffer
    1 63232.42        200.40475       binder_thread_read
    2 0.000           200.40475       binder_set_nice
    2 244.141         200.41598       binder_ioctl
    3 0.000           200.41604       binder_get_thread
    3 183.106         200.41604       binder_thread_write
    4 30.518          200.41604       binder_transaction_buffer_release
    4 30.517          200.41607       binder_free_buf
    5 0.000           200.41607       binder_update_page_range
    5 0.000           200.41607       binder_delete_free_buffer
    5 0.000           200.41610       binder_insert_free_buffer
    4 61.035          200.41610       binder_transaction
    5 0.000           200.41613       binder_update_page_range
    5 0.000           200.41613       binder_insert_free_buffer
    5 30.517          200.41613       binder_inc_node
    3 0.000           200.41622       binder_thread_read
    2 59570.31        200.41625       binder_ioctl
    3 0.000           200.41625       binder_get_thread
    3 59478.76        200.41625       binder_thread_read
    4 30.518          200.41635       binder_set_nice
    2 152.588         200.41735       binder_ioctl
    3 0.000           200.41735       binder_get_thread
    3 122.070         200.41735       binder_thread_write
    4 91.552          200.41738       binder_transaction
    5 0.000           200.41738       binder_set_nice
    5 30.517          200.41738       binder_update_page_range
    5 0.000           200.41741       binder_insert_free_buffer
    5 0.000           200.41744       binder_pop_transaction
    3 30.518          200.41751       binder_thread_read
    2 1556.397        200.41751       binder_ioctl
    3 61.035          200.41751       binder_get_thread
    3 61.035          200.41757       binder_thread_write
    4 30.518          200.41757       binder_transaction_buffer_release
    5 0.000           200.41757       binder_dec_node
    4 30.517          200.41760       binder_free_buf
    5 0.000           200.41760       binder_update_page_range
    5 0.000           200.41760       binder_delete_free_buffer
    5 0.000           200.41763       binder_insert_free_buffer
    3 1556.397        200.41763       binder_thread_read
    4 30.518          200.41766       binder_set_nice
    2 213.623         200.41796       binder_ioctl
    3 0.000           200.41796       binder_get_thread
    3 183.106         200.41799       binder_thread_write
    4 0.000           200.41799       binder_transaction_buffer_release
    4 30.518          200.41815       binder_free_buf
    5 0.000           200.41815       binder_update_page_range
    5 30.518          200.41815       binder_delete_free_buffer
    5 0.000           200.41818       binder_insert_free_buffer
    2 61035.15        200.43478       binder_ioctl
    3 0.000           200.43484       binder_get_thread
    3 152.588         200.43484       binder_thread_write
    4 152.588         200.43487       binder_transaction
    5 0.000           200.43487       binder_update_page_range
    5 30.517          200.43487       binder_insert_free_buffer
    5 0.000           200.43490       binder_inc_node
    3 60943.60        200.43499       binder_thread_read
    4 0.000           200.43502       binder_set_nice
    2 122.070         200.43515       binder_ioctl
    3 0.000           200.43515       binder_get_thread
    3 122.070         200.43515       binder_thread_write
    4 91.552          200.43518       binder_transaction
    5 0.000           200.43518       binder_set_nice
    5 0.000           200.43518       binder_update_page_range
    5 0.000           200.43521       binder_insert_free_buffer
    5 0.000           200.43524       binder_pop_transaction
    3 0.000           200.43527       binder_thread_read
    2 671.387         200.43530       binder_ioctl
    3 0.000           200.43533       binder_get_thread
    3 61.036          200.43533       binder_thread_write
    4 30.518          200.43533       binder_transaction_buffer_release
    5 30.518          200.43533       binder_dec_node
    4 30.518          200.43536       binder_free_buf
    5 0.000           200.43536       binder_update_page_range
    5 30.518          200.43536       binder_delete_free_buffer
    5 0.000           200.43539       binder_insert_free_buffer
    3 457.764         200.43539       binder_thread_read
    4 0.000           200.43542       binder_set_nice
    2 244.140         200.44564       binder_ioctl
    3 0.000           200.44564       binder_get_thread
    3 152.588         200.44570       binder_thread_write
    4 0.000           200.44570       binder_transaction_buffer_release
    4 30.518          200.44570       binder_free_buf
    5 30.518          200.44570       binder_update_page_range
    5 0.000           200.44573       binder_delete_free_buffer
    5 0.000           200.44573       binder_insert_free_buffer
    4 91.553          200.44577       binder_transaction
    5 0.000           200.44577       binder_update_page_range
    5 30.518          200.44580       binder_insert_free_buffer
    5 0.000           200.44580       binder_inc_node
    3 0.000           200.44586       binder_thread_read
    2 52886.96        200.44589       binder_ioctl
    3 0.000           200.44589       binder_set_nice
    3 52764.89        200.44592       binder_get_thread
    3                 200.44592       binder_thread_read
    2 183.105         200.44696       binder_ioctl
    3 0.000           200.44696       binder_get_thread
    3 122.071         200.44699       binder_thread_write
    4 122.071         200.44699       binder_transaction
    5 0.000           200.44699       binder_set_nice
    5 0.000           200.44702       binder_update_page_range
    5 0.000           200.44702       binder_insert_free_buffer
    5 0.000           200.44708       binder_pop_transaction
    3 0.000           200.44711       binder_thread_read
    2 1434.327        200.44714       binder_ioctl
    3 0.000           200.44714       binder_get_thread
    3 61.036          200.44720       binder_thread_write
    4 0.000           200.44720       binder_transaction_buffer_release
    5 0.000           200.44720       binder_dec_node
    4 61.036          200.44723       binder_free_buf
    5 0.000           200.44723       binder_update_page_range
    5 0.000           200.44723       binder_delete_free_buffer
    5 30.518          200.44723       binder_insert_free_buffer
    3 1373.291        200.44726       binder_thread_read
    4 0.000           200.44726       binder_set_nice
    2 91.552          200.44747       binder_ioctl
    3 0.000           200.44747       binder_get_thread
    3 61.035          200.44750       binder_thread_write
    4 0.000           200.44750       binder_transaction_buffer_release
    4 30.518          200.44750       binder_free_buf
    5 30.518          200.44750       binder_update_page_range
    5 0.000           200.44754       binder_delete_free_buffer
    5 0.000           200.44754       binder_insert_free_buffer
    2 274.658         200.46762       binder_ioctl
    3 0.000           200.46762       binder_get_thread
    3 122.070         200.46762       binder_thread_write
    4 122.070         200.46765       binder_transaction
    5 0.000           200.46765       binder_update_page_range
    5 30.517          200.46765       binder_insert_free_buffer
    5 0.000           200.46768       binder_inc_node
    3 0.000           200.46774       binder_thread_read
    2 63079.83        200.46777       binder_ioctl
    3 0.000           200.46777       binder_get_thread
    3 335.693         200.46777       binder_thread_read
    3 0.000           200.46783       binder_set_nice
    1 335.693         200.46786       binder_ioctl
    2 0.000           200.46795       binder_get_thread
    2 122.071         200.46795       binder_thread_write
    3 91.553          200.46795       binder_transaction
    4 0.000           200.46798       binder_set_nice
    4 0.000           200.46798       binder_update_page_range
    4 30.518          200.46798       binder_insert_free_buffer
    4 0.000           200.46804       binder_pop_transaction
    2 0.000           200.46807       binder_thread_read
    1                 200.46810       binder_ioctl
    1 30.518          200.46813       binder_get_thread
    1 61.035          200.46813       binder_thread_write
    2 30.518          200.46813       binder_transaction_buffer_release
    3 0.000           200.46813       binder_dec_node
    2 30.517          200.46817       binder_free_buf
    3 0.000           200.46817       binder_update_page_range
    3 0.000           200.46817       binder_delete_free_buffer
    3 0.000           200.46820       binder_insert_free_buffer
    1 61401.36        200.46820       binder_thread_read
    2 0.000           200.46823       binder_set_nice
    2 2838.135        200.47857       binder_ioctl
    3 0.000           200.47857       binder_get_thread
    3 183.105         200.47857       binder_thread_write
    4 0.000           200.47860       binder_transaction_buffer_release
    4 30.518          200.47860       binder_free_buf
    5 0.000           200.47860       binder_update_page_range
    5 0.000           200.47863       binder_delete_free_buffer
    5 0.000           200.47863       binder_insert_free_buffer
    4 122.070         200.47866       binder_transaction
    5 0.000           200.47866       binder_update_page_range
    5 30.518          200.47866       binder_insert_free_buffer
    5 0.000           200.47869       binder_inc_node
    3 30.518          200.47875       binder_thread_read
    2 61279.29        200.47879       binder_ioctl
    3 0.000           200.47882       binder_get_thread
    3 396.729         200.47882       binder_thread_read
    3 30.518          200.47888       binder_set_nice
    1 427.246         200.47906       binder_ioctl
    2 0.000           200.47906       binder_get_thread
    2 122.070         200.47906       binder_thread_write
    3 122.070         200.47906       binder_transaction
    4 0.000           200.47909       binder_set_nice
    4 0.000           200.47909       binder_update_page_range
    4 30.518          200.47909       binder_insert_free_buffer
    4 0.000           200.47912       binder_pop_transaction
    2 0.000           200.47918       binder_thread_read
    1                 200.47921       binder_ioctl
    1 30.517          200.47924       binder_get_thread
    1 61.036          200.47924       binder_thread_write
    2 30.518          200.47924       binder_transaction_buffer_release
    3 0.000           200.47924       binder_dec_node
    2 30.518          200.47927       binder_free_buf
    3 0.000           200.47927       binder_update_page_range
    3 0.000           200.47927       binder_delete_free_buffer
    3 0.000           200.47930       binder_insert_free_buffer
    1 59478.76        200.47930       binder_thread_read
    2 30.517          200.47930       binder_set_nice
    2 91.553          200.47933       binder_ioctl
    3 0.000           200.47937       binder_get_thread
    3 61.035          200.47937       binder_thread_write
    4 0.000           200.47937       binder_transaction_buffer_release
    4 30.518          200.47940       binder_free_buf
    5 0.000           200.47940       binder_update_page_range
    5 0.000           200.47940       binder_delete_free_buffer
    5 30.518          200.47943       binder_insert_free_buffer
    2 305.176         200.49453       binder_ioctl
    3 0.000           200.49453       binder_get_thread
    3 122.070         200.49453       binder_thread_write
    4 91.552          200.49456       binder_transaction
    5 0.000           200.49456       binder_update_page_range
    5 30.517          200.49459       binder_insert_free_buffer
    5 0.000           200.49459       binder_inc_node
    3 0.000           200.49465       binder_thread_read
    2 59387.20        200.49468       binder_ioctl
    3 0.000           200.49468       binder_get_thread
    3 335.693         200.49472       binder_thread_read
    3 0.000           200.49475       binder_set_nice
    1 152.588         200.49487       binder_ioctl
    2 0.000           200.49487       binder_get_thread
    2 122.071         200.49490       binder_thread_write
    3 91.553          200.49490       binder_transaction
    4 0.000           200.49490       binder_set_nice
    4 30.518          200.49490       binder_update_page_range
    4 0.000           200.49493       binder_insert_free_buffer
    4 0.000           200.49496       binder_pop_transaction
    2 30.517          200.49499       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 244.141         200.41598       binder_ioctl
    1 0.000           200.41604       binder_get_thread
    1 183.106         200.41604       binder_thread_write
    2 30.518          200.41604       binder_transaction_buffer_release
    2 30.517          200.41607       binder_free_buf
    3 0.000           200.41607       binder_update_page_range
    3 0.000           200.41607       binder_delete_free_buffer
    3 0.000           200.41610       binder_insert_free_buffer
    2 61.035          200.41610       binder_transaction
    3 0.000           200.41613       binder_update_page_range
    3 0.000           200.41613       binder_insert_free_buffer
    3 30.517          200.41613       binder_inc_node
    1 0.000           200.41622       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         200.41735       binder_ioctl
    1 0.000           200.41735       binder_get_thread
    1 122.070         200.41735       binder_thread_write
    2 91.552          200.41738       binder_transaction
    3 0.000           200.41738       binder_set_nice
    3 30.517          200.41738       binder_update_page_range
    3 0.000           200.41741       binder_insert_free_buffer
    3 0.000           200.41744       binder_pop_transaction
    1 30.518          200.41751       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 61035.15        200.43478       binder_ioctl
    1 0.000           200.43484       binder_get_thread
    1 152.588         200.43484       binder_thread_write
    2 152.588         200.43487       binder_transaction
    3 0.000           200.43487       binder_update_page_range
    3 30.517          200.43487       binder_insert_free_buffer
    3 0.000           200.43490       binder_inc_node
    1 60943.60        200.43499       binder_thread_read
    2 0.000           200.43502       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 122.070         200.43515       binder_ioctl
    1 0.000           200.43515       binder_get_thread
    1 122.070         200.43515       binder_thread_write
    2 91.552          200.43518       binder_transaction
    3 0.000           200.43518       binder_set_nice
    3 0.000           200.43518       binder_update_page_range
    3 0.000           200.43521       binder_insert_free_buffer
    3 0.000           200.43524       binder_pop_transaction
    1 0.000           200.43527       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 244.140         200.44564       binder_ioctl
    1 0.000           200.44564       binder_get_thread
    1 152.588         200.44570       binder_thread_write
    2 0.000           200.44570       binder_transaction_buffer_release
    2 30.518          200.44570       binder_free_buf
    3 30.518          200.44570       binder_update_page_range
    3 0.000           200.44573       binder_delete_free_buffer
    3 0.000           200.44573       binder_insert_free_buffer
    2 91.553          200.44577       binder_transaction
    3 0.000           200.44577       binder_update_page_range
    3 30.518          200.44580       binder_insert_free_buffer
    3 0.000           200.44580       binder_inc_node
    1 0.000           200.44586       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 183.105         200.44696       binder_ioctl
    1 0.000           200.44696       binder_get_thread
    1 122.071         200.44699       binder_thread_write
    2 122.071         200.44699       binder_transaction
    3 0.000           200.44699       binder_set_nice
    3 0.000           200.44702       binder_update_page_range
    3 0.000           200.44702       binder_insert_free_buffer
    3 0.000           200.44708       binder_pop_transaction
    1 0.000           200.44711       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 274.658         200.46762       binder_ioctl
    1 0.000           200.46762       binder_get_thread
    1 122.070         200.46762       binder_thread_write
    2 122.070         200.46765       binder_transaction
    3 0.000           200.46765       binder_update_page_range
    3 30.517          200.46765       binder_insert_free_buffer
    3 0.000           200.46768       binder_inc_node
    1 0.000           200.46774       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 213.623         200.46786       binder_ioctl
    1 0.000           200.46795       binder_get_thread
    1 122.071         200.46795       binder_thread_write
    2 91.553          200.46795       binder_transaction
    3 0.000           200.46798       binder_set_nice
    3 0.000           200.46798       binder_update_page_range
    3 30.518          200.46798       binder_insert_free_buffer
    3 0.000           200.46804       binder_pop_transaction
    1 0.000           200.46807       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 2838.135        200.47857       binder_ioctl
    1 0.000           200.47857       binder_get_thread
    1 183.105         200.47857       binder_thread_write
    2 0.000           200.47860       binder_transaction_buffer_release
    2 30.518          200.47860       binder_free_buf
    3 0.000           200.47860       binder_update_page_range
    3 0.000           200.47863       binder_delete_free_buffer
    3 0.000           200.47863       binder_insert_free_buffer
    2 122.070         200.47866       binder_transaction
    3 0.000           200.47866       binder_update_page_range
    3 30.518          200.47866       binder_insert_free_buffer
    3 0.000           200.47869       binder_inc_node
    1 30.518          200.47875       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 274.658         200.47906       binder_ioctl
    1 0.000           200.47906       binder_get_thread
    1 122.070         200.47906       binder_thread_write
    2 122.070         200.47906       binder_transaction
    3 0.000           200.47909       binder_set_nice
    3 0.000           200.47909       binder_update_page_range
    3 30.518          200.47909       binder_insert_free_buffer
    3 0.000           200.47912       binder_pop_transaction
    1 0.000           200.47918       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 305.176         200.49453       binder_ioctl
    1 0.000           200.49453       binder_get_thread
    1 122.070         200.49453       binder_thread_write
    2 91.552          200.49456       binder_transaction
    3 0.000           200.49456       binder_update_page_range
    3 30.517          200.49459       binder_insert_free_buffer
    3 0.000           200.49459       binder_inc_node
    1 0.000           200.49465       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         200.49487       binder_ioctl
    1 0.000           200.49487       binder_get_thread
    1 122.071         200.49490       binder_thread_write
    2 91.553          200.49490       binder_transaction
    3 0.000           200.49490       binder_set_nice
    3 30.518          200.49490       binder_update_page_range
    3 0.000           200.49493       binder_insert_free_buffer
    3 0.000           200.49496       binder_pop_transaction
    1 30.517          200.49499       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 396.729         200.49505       binder_ioctl
    1 0.000           200.49505       binder_get_thread
    1 91.553          200.49505       binder_thread_write
    2 30.517          200.49508       binder_transaction_buffer_release
    3 0.000           200.49508       binder_dec_node
    2 30.518          200.49508       binder_free_buf
    3 30.518          200.49508       binder_update_page_range
    3 0.000           200.49511       binder_delete_free_buffer
    3 0.000           200.49511       binder_insert_free_buffer
    1 69549.56        200.49514       binder_thread_read
    2 0.000           200.49514       binder_set_nice
    2 58715.82        200.50552       binder_ioctl
    3 0.000           200.50552       binder_get_thread
    3 213.623         200.50558       binder_thread_write
    4 0.000           200.50558       binder_transaction_buffer_release
    4 30.518          200.50558       binder_free_buf
    5 30.518          200.50558       binder_update_page_range
    5 0.000           200.50561       binder_delete_free_buffer
    5 0.000           200.50561       binder_insert_free_buffer
    4 152.588         200.50564       binder_transaction
    5 0.000           200.50564       binder_update_page_range
    5 0.000           200.50567       binder_insert_free_buffer
    5 0.000           200.50567       binder_inc_node
    3 58593.75        200.50579       binder_thread_read
    4 0.000           200.50582       binder_set_nice
    2 152.588         200.50598       binder_ioctl
    3 30.517          200.50598       binder_get_thread
    3 91.553          200.50601       binder_thread_write
    4 91.553          200.50601       binder_transaction
    5 0.000           200.50601       binder_set_nice
    5 0.000           200.50604       binder_update_page_range
    5 0.000           200.50604       binder_insert_free_buffer
    5 30.517          200.50607       binder_pop_transaction
    3 30.518          200.50613       binder_thread_read
    2 793.457         200.50613       binder_ioctl
    3 61.035          200.50613       binder_get_thread
    3 61.035          200.50619       binder_thread_write
    4 0.000           200.50619       binder_transaction_buffer_release
    5 0.000           200.50619       binder_dec_node
    4 30.518          200.50622       binder_free_buf
    5 0.000           200.50622       binder_update_page_range
    5 0.000           200.50622       binder_delete_free_buffer
    5 30.518          200.50625       binder_insert_free_buffer
    3 488.282         200.50625       binder_thread_read
    4 0.000           200.50625       binder_set_nice
    2 61.035          200.50646       binder_ioctl
    3 0.000           200.50646       binder_get_thread
    3 61.035          200.50646       binder_thread_write
    4 0.000           200.50650       binder_transaction_buffer_release
    4 30.517          200.50650       binder_free_buf
    5 0.000           200.50650       binder_update_page_range
    5 30.517          200.50653       binder_delete_free_buffer
    5 0.000           200.50653       binder_insert_free_buffer
    2 10559.08        200.52697       binder_ioctl
    3 0.000           200.53741       binder_get_thread
    3 122.071         200.53741       binder_thread_write
    4 122.071         200.53741       binder_transaction
    5 0.000           200.53744       binder_update_page_range
    5 0.000           200.53744       binder_insert_free_buffer
    5 0.000           200.53747       binder_inc_node
    3 0.000           200.53753       binder_thread_read
    2 69458.00        200.53756       binder_ioctl
    3 0.000           200.53756       binder_get_thread
    3 366.211         200.53756       binder_thread_read
    3 30.518          200.53765       binder_set_nice
    1 244.141         200.53765       binder_ioctl
    2 122.070         200.53778       binder_get_thread
    2 122.071         200.53778       binder_thread_write
    3 91.553          200.53778       binder_transaction
    4 0.000           200.53778       binder_set_nice
    4 0.000           200.53781       binder_update_page_range
    4 0.000           200.53781       binder_insert_free_buffer
    4 0.000           200.53787       binder_pop_transaction
    2 0.000           200.53790       binder_thread_read
    1 366.211         200.53793       binder_ioctl
    2 30.518          200.53793       binder_get_thread
    1 61.035          200.53796       binder_thread_write
    2 30.517          200.53796       binder_transaction_buffer_release
    3 0.000           200.53796       binder_dec_node
    2 30.518          200.53799       binder_free_buf
    3 0.000           200.53799       binder_update_page_range
    3 0.000           200.53799       binder_delete_free_buffer
    3 0.000           200.53802       binder_insert_free_buffer
    1 69580.07        200.53802       binder_thread_read
    2 30.517          200.53805       binder_set_nice
    2 2807.618        200.54586       binder_ioctl
    3 0.000           200.54849       binder_get_thread
    3 183.106         200.54849       binder_thread_write
    4 0.000           200.54849       binder_transaction_buffer_release
    4 30.517          200.54852       binder_free_buf
    5 0.000           200.54852       binder_update_page_range
    5 0.000           200.54852       binder_delete_free_buffer
    5 0.000           200.54855       binder_insert_free_buffer
    4 122.071         200.54855       binder_transaction
    5 0.000           200.54858       binder_update_page_range
    5 0.000           200.54858       binder_insert_free_buffer
    5 30.517          200.54858       binder_inc_node
    3 0.000           200.54867       binder_thread_read
    2 69488.52        200.54870       binder_ioctl
    3 0.000           200.54870       binder_get_thread
    3 396.729         200.54870       binder_thread_read
    3 0.000           200.54879       binder_set_nice
    1 274.658         200.54882       binder_ioctl
    2 0.000           200.54882       binder_get_thread
    2 244.140         200.54898       binder_thread_write
    3 91.553          200.54898       binder_transaction
    4 0.000           200.54898       binder_set_nice
    4 30.518          200.54898       binder_update_page_range
    4 0.000           200.54901       binder_insert_free_buffer
    4 0.000           200.54904       binder_pop_transaction
    2 0.000           200.54907       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 58715.82        200.50552       binder_ioctl
    1 0.000           200.50552       binder_get_thread
    1 213.623         200.50558       binder_thread_write
    2 0.000           200.50558       binder_transaction_buffer_release
    2 30.518          200.50558       binder_free_buf
    3 30.518          200.50558       binder_update_page_range
    3 0.000           200.50561       binder_delete_free_buffer
    3 0.000           200.50561       binder_insert_free_buffer
    2 152.588         200.50564       binder_transaction
    3 0.000           200.50564       binder_update_page_range
    3 0.000           200.50567       binder_insert_free_buffer
    3 0.000           200.50567       binder_inc_node
    1 58593.75        200.50579       binder_thread_read
    2 0.000           200.50582       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         200.50598       binder_ioctl
    1 30.517          200.50598       binder_get_thread
    1 91.553          200.50601       binder_thread_write
    2 91.553          200.50601       binder_transaction
    3 0.000           200.50601       binder_set_nice
    3 0.000           200.50604       binder_update_page_range
    3 0.000           200.50604       binder_insert_free_buffer
    3 30.517          200.50607       binder_pop_transaction
    1 30.518          200.50613       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 10559.08        200.52697       binder_ioctl
    1 0.000           200.53741       binder_get_thread
    1 122.071         200.53741       binder_thread_write
    2 122.071         200.53741       binder_transaction
    3 0.000           200.53744       binder_update_page_range
    3 0.000           200.53744       binder_insert_free_buffer
    3 0.000           200.53747       binder_inc_node
    1 0.000           200.53753       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 244.141         200.53765       binder_ioctl
    1 122.070         200.53778       binder_get_thread
    1 122.071         200.53778       binder_thread_write
    2 91.553          200.53778       binder_transaction
    3 0.000           200.53778       binder_set_nice
    3 0.000           200.53781       binder_update_page_range
    3 0.000           200.53781       binder_insert_free_buffer
    3 0.000           200.53787       binder_pop_transaction
    1 0.000           200.53790       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 2807.618        200.54586       binder_ioctl
    1 0.000           200.54849       binder_get_thread
    1 183.106         200.54849       binder_thread_write
    2 0.000           200.54849       binder_transaction_buffer_release
    2 30.517          200.54852       binder_free_buf
    3 0.000           200.54852       binder_update_page_range
    3 0.000           200.54852       binder_delete_free_buffer
    3 0.000           200.54855       binder_insert_free_buffer
    2 122.071         200.54855       binder_transaction
    3 0.000           200.54858       binder_update_page_range
    3 0.000           200.54858       binder_insert_free_buffer
    3 30.517          200.54858       binder_inc_node
    1 0.000           200.54867       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 274.658         200.54882       binder_ioctl
    1 0.000           200.54882       binder_get_thread
    1 244.140         200.54898       binder_thread_write
    2 91.553          200.54898       binder_transaction
    3 0.000           200.54898       binder_set_nice
    3 30.518          200.54898       binder_update_page_range
    3 0.000           200.54901       binder_insert_free_buffer
    3 0.000           200.54904       binder_pop_transaction
    1 0.000           200.54907       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 335.693         200.54913       binder_ioctl
    1 0.000           200.54913       binder_get_thread
    1 91.553          200.54913       binder_thread_write
    2 0.000           200.54916       binder_transaction_buffer_release
    3 0.000           200.54916       binder_dec_node
    2 30.517          200.54916       binder_free_buf
    3 30.517          200.54916       binder_update_page_range
    3 0.000           200.54919       binder_delete_free_buffer
    3 0.000           200.54919       binder_insert_free_buffer
    1 67993.16        200.54922       binder_thread_read
    2 0.000           200.54922       binder_set_nice
    2 91.553          200.54922       binder_ioctl
    3 0.000           200.54925       binder_get_thread
    3 61.035          200.54925       binder_thread_write
    4 0.000           200.54925       binder_transaction_buffer_release
    4 61.035          200.54928       binder_free_buf
    5 0.000           200.54928       binder_update_page_range
    5 0.000           200.54928       binder_delete_free_buffer
    5 0.000           200.54931       binder_insert_free_buffer
    2 244.140         200.56271       binder_ioctl
    3 0.000           200.56271       binder_get_thread
    3 91.553          200.56283       binder_thread_write
    4 91.553          200.56283       binder_transaction
    5 30.517          200.56286       binder_update_page_range
    5 0.000           200.56286       binder_insert_free_buffer
    5 0.000           200.56286       binder_inc_node
    3 30.517          200.56292       binder_thread_read
    2 67901.61        200.56295       binder_ioctl
    3 30.518          200.56295       binder_get_thread
    3 305.176         200.56298       binder_thread_read
    3 30.518          200.56304       binder_set_nice
    1 152.588         200.56314       binder_ioctl
    2 0.000           200.56314       binder_get_thread
    2 91.553          200.56317       binder_thread_write
    3 91.553          200.56317       binder_transaction
    4 0.000           200.56317       binder_set_nice
    4 30.518          200.56320       binder_update_page_range
    4 0.000           200.56320       binder_insert_free_buffer
    4 0.000           200.56323       binder_pop_transaction
    2 30.518          200.56326       binder_thread_read
    1 91.553          200.56332       binder_ioctl
    2 335.694         200.56332       binder_get_thread
    2                 200.56332       binder_thread_write
    2 30.518          200.56335       binder_transaction_buffer_release
    3 0.000           200.56335       binder_dec_node
    2 61.035          200.56335       binder_free_buf
    3 0.000           200.56338       binder_update_page_range
    3 0.000           200.56338       binder_delete_free_buffer
    3 0.000           200.56338       binder_insert_free_buffer
    1 58044.43        200.56341       binder_thread_read
